date,RR,TN,TX,FXI,DXI,UN,UX,INST
1994-07-08,0.2,13.2,20.5,0.0,0,65,95,
1994-07-09,0.0,8.8,22.0,0.0,0,51,96,
1994-07-10,0.2,11.3,25.7,0.0,0,40,84,
1994-07-11,0.0,14.5,29.5,0.0,0,36,84,
1994-07-12,0.0,17.1,29.6,0.0,0,39,84,
1994-07-13,0.0,15.1,26.7,0.0,0,52,89,
1994-07-14,0.0,18.1,25.2,0.0,0,59,90,
1994-07-15,0.0,15.6,28.2,0.0,0,38,97,
1994-07-16,0.0,17.1,32.1,0.0,0,34,78,
1994-07-17,1.4,20.8,29.5,0.0,0,44,84,
1994-07-18,3.0,16.8,21.3,0.0,0,78,96,
1994-07-19,2.0,15.0,21.2,0.0,0,70,97,
1994-07-20,0.0,11.5,22.8,0.0,0,62,98,
1994-07-21,0.0,15.3,26.6,0.0,0,34,97,
1994-07-22,0.0,17.0,28.6,0.0,0,38,73,
1994-07-23,0.0,17.0,28.3,0.0,0,42,88,
1994-07-24,1.8,15.9,29.3,0.0,0,46,89,
1994-07-25,2.2,16.3,26.3,0.0,0,51,94,
1994-07-26,0.0,16.3,29.4,0.0,0,45,94,
1994-07-27,0.0,17.4,31.8,0.0,0,34,92,
1994-07-28,0.2,18.1,25.5,0.0,0,61,98,
1994-07-29,0.0,17.6,27.9,0.0,0,43,98,
1994-07-30,0.8,18.8,29.3,0.0,0,40,82,
1994-07-31,32.2,16.7,24.3,0.0,0,63,98,
1994-08-01,0.2,14.3,22.4,0.0,0,53,99,
1994-08-02,0.0,14.3,26.5,0.0,0,39,86,
1994-08-03,0.0,17.0,31.7,0.0,0,39,76,
1994-08-04,2.2,20.0,30.1,0.0,0,37,80,
1994-08-05,0.0,17.9,27.2,0.0,0,60,96,
1994-08-06,0.0,19.3,30.9,0.0,0,43,90,
1994-08-07,4.4,18.3,28.3,0.0,0,59,96,
1994-08-08,0.2,17.5,26.9,0.0,0,65,99,
1994-08-09,16.4,19.4,30.3,0.0,0,54,94,
1994-08-10,0.6,15.6,22.2,0.0,0,51,98,
1994-08-11,5.6,13.1,19.3,0.0,0,77,96,
1994-08-12,0.0,14.3,22.6,0.0,0,54,98,
1994-08-13,4.4,12.7,20.3,0.0,0,72,98,
1994-08-14,0.0,12.7,23.1,0.0,0,42,97,
1994-08-15,0.0,12.8,25.9,0.0,0,43,80,
1994-08-16,0.0,14.8,28.3,0.0,0,42,84,
1994-08-17,0.2,15.8,20.8,0.0,0,58,84,
1994-08-18,0.8,14.1,22.7,0.0,0,52,98,
1994-08-19,0.2,10.6,24.0,0.0,0,54,99,
1994-08-20,0.0,14.1,28.2,0.0,0,39,97,
1994-08-21,11.0,18.0,33.1,0.0,0,34,89,
1994-08-22,0.6,17.1,24.7,0.0,0,63,99,
1994-08-23,0.0,16.0,24.2,0.0,0,56,98,
1994-08-24,4.4,12.3,19.3,0.0,0,53,96,
1994-08-25,12.2,12.7,21.0,0.0,0,66,98,
1994-08-26,1.2,14.5,21.5,0.0,0,60,98,
1994-08-27,0.2,11.2,24.3,0.0,0,61,99,
1994-08-28,0.2,15.4,22.7,0.0,0,66,97,
1994-08-29,0.0,13.0,23.6,0.0,0,55,99,
1994-08-30,0.2,11.8,25.4,0.0,0,54,94,
1994-08-31,8.0,16.3,22.1,0.0,0,69,98,
1994-09-01,5.2,13.6,18.2,0.0,0,67,98,
1994-09-02,0.4,11.0,17.9,0.0,0,70,98,
1994-09-03,0.0,8.0,20.2,0.0,0,48,99,
1994-09-04,0.0,10.6,21.3,0.0,0,54,95,
1994-09-05,0.0,12.3,20.1,0.0,0,60,96,
1994-09-06,0.0,12.3,26.2,0.0,0,47,97,
1994-09-07,5.8,13.4,17.9,0.0,0,62,97,
1994-09-08,11.2,11.5,15.8,0.0,0,68,99,
1994-09-09,7.0,10.7,17.5,0.0,0,63,98,
1994-09-10,0.2,12.0,19.1,0.0,0,68,97,
1994-09-11,4.4,13.7,21.5,0.0,0,70,98,
1994-09-12,2.4,14.7,19.4,0.0,0,77,98,
1994-09-13,2.6,8.2,19.4,0.0,0,48,99,
1994-09-14,20.6,8.5,12.5,0.0,0,86,99,
1994-09-15,16.2,9.4,14.9,0.0,0,72,97,
1994-09-16,24.6,5.7,12.6,0.0,0,70,98,
1994-09-17,0.4,5.4,12.8,0.0,0,60,96,
1994-09-18,0.0,6.0,12.6,0.0,0,60,97,
1994-09-19,11.0,3.1,13.8,0.0,0,55,99,
1994-09-20,7.6,8.4,14.9,0.0,0,79,99,
1994-09-21,3.8,9.2,15.5,0.0,0,56,99,
1994-09-22,6.0,9.3,14.8,0.0,0,87,97,
1994-09-23,29.2,11.9,18.1,0.0,0,83,98,
1994-09-24,0.2,11.5,20.4,0.0,0,45,95,
1994-09-25,0.6,11.6,20.7,0.0,0,53,85,
1994-09-26,4.4,12.4,18.3,0.0,0,69,99,
1994-09-27,0.4,9.0,18.6,4.0,40,70,99,
1994-09-28,0.0,10.0,20.6,6.0,20,55,96,
1994-09-29,4.0,9.1,21.1,5.0,20,58,98,
1994-09-30,0.8,13.9,18.1,6.0,120,84,98,
1994-10-01,1.0,15.8,19.6,4.0,40,76,99,
1994-10-02,19.2,14.3,16.8,7.0,240,94,99,
1994-10-03,7.2,11.8,16.2,9.0,300,85,99,
1994-10-04,0.0,8.5,14.7,12.0,20,59,97,
1994-10-05,0.0,3.5,11.8,16.0,40,42,87,
1994-10-06,0.0,4.1,16.1,9.0,40,36,79,
1994-10-07,0.0,3.7,17.2,6.0,360,34,74,
1994-10-08,0.0,4.5,19.9,3.0,20,44,76,
1994-10-09,0.0,8.4,18.4,7.0,140,47,85,
1994-10-10,0.0,11.6,18.9,10.0,160,72,88,
1994-10-11,0.2,14.6,20.8,8.0,160,70,94,
1994-10-12,1.0,14.0,20.7,5.0,120,69,96,
1994-10-13,0.2,14.0,23.0,5.0,160,63,99,
1994-10-14,0.2,12.9,21.6,8.0,140,40,99,
1994-10-15,0.0,10.4,20.9,7.0,160,32,72,
1994-10-16,0.0,8.9,21.1,5.0,340,45,80,
1994-10-17,0.2,9.4,17.8,8.0,360,72,95,
1994-10-18,0.0,6.9,19.0,7.0,140,56,98,
1994-10-19,25.2,11.4,14.8,11.0,160,70,98,
1994-10-20,1.2,9.6,14.5,7.0,260,77,99,
1994-10-21,1.4,6.0,13.8,7.0,140,83,99,
1994-10-22,27.4,10.5,13.8,13.0,180,90,99,
1994-10-23,28.0,9.5,12.8,13.0,260,86,98,
1994-10-24,8.0,8.9,12.9,9.0,200,87,99,
1994-10-25,16.8,8.7,11.1,12.0,260,90,99,
1994-10-26,11.0,6.5,11.8,15.0,300,76,99,
1994-10-27,0.2,4.5,11.1,7.0,140,78,99,
1994-10-28,2.6,6.2,10.7,6.0,200,78,99,
1994-10-29,9.6,2.4,11.7,9.0,200,89,99,
1994-10-30,2.6,10.4,14.1,8.0,200,93,99,
1994-10-31,1.8,8.1,18.5,9.0,200,62,99,
1994-11-01,0.0,9.6,13.3,6.0,300,76,98,
1994-11-02,0.2,10.5,17.2,10.0,180,73,92,
1994-11-03,0.0,10.7,20.0,16.0,180,60,95,
1994-11-04,26.0,11.7,15.3,25.0,200,69,99,
1994-11-05,1.8,9.6,12.6,10.0,160,78,99,
1994-11-06,0.0,7.5,12.5,7.0,160,68,98,
1994-11-07,3.0,5.8,12.5,5.0,160,63,99,
1994-11-08,0.4,6.1,14.0,8.0,180,71,99,
1994-11-09,11.2,7.8,14.3,17.0,300,69,99,
1994-11-10,18.0,7.5,12.1,11.0,280,84,99,
1994-11-11,0.2,7.6,12.8,9.0,280,70,99,
1994-11-12,11.6,3.1,10.8,6.0,260,90,99,
1994-11-13,0.2,7.9,12.5,7.0,320,71,99,
1994-11-14,0.4,4.3,12.0,6.0,180,82,99,
1994-11-15,5.8,5.0,12.5,6.0,220,86,99,
1994-11-16,28.2,8.3,12.6,7.0,360,93,99,
1994-11-17,0.4,7.9,13.4,7.0,360,83,99,
1994-11-18,6.0,3.6,12.3,12.0,260,99,99,
1994-11-19,0.4,11.5,13.2,9.0,280,86,99,
1994-11-20,0.4,8.1,20.6,5.0,80,55,99,
1994-11-21,0.2,7.1,10.6,4.0,140,92,99,
1994-11-22,0.6,5.9,9.3,4.0,80,90,99,
1994-11-23,0.2,0.8,13.6,9.0,160,75,99,
1994-11-24,0.4,6.0,16.4,7.0,20,65,99,
1994-11-25,0.2,3.7,11.7,8.0,20,76,99,
1994-11-26,0.0,4.4,11.3,10.0,20,65,92,
1994-11-27,0.4,6.6,10.8,9.0,360,83,97,
1994-11-28,0.0,6.9,14.5,7.0,20,61,97,
1994-11-29,0.0,7.9,14.2,8.0,160,67,86,
1994-11-30,0.2,7.4,13.9,7.0,160,77,97,
1994-12-01,0.4,6.2,14.5,5.0,100,73,99,
1994-12-02,0.0,7.8,15.3,13.0,160,63,91,
1994-12-03,0.0,10.0,14.5,13.0,180,73,86,
1994-12-04,3.2,10.3,14.4,10.0,160,81,93,
1994-12-05,4.2,9.2,13.0,10.0,240,79,99,
1994-12-06,1.8,4.5,9.0,7.0,260,81,99,
1994-12-07,3.2,3.2,9.7,12.0,180,72,98,
1994-12-08,7.2,5.6,8.9,11.0,180,76,98,
1994-12-09,33.6,6.3,11.0,13.0,220,72,99,
1994-12-10,0.6,8.5,12.4,7.0,300,80,99,
1994-12-11,0.6,6.8,12.3,8.0,20,93,99,
1994-12-12,0.6,8.0,13.0,8.0,20,80,99,
1994-12-13,0.4,1.7,6.3,5.0,20,99,99,
1994-12-14,0.2,2.1,7.3,5.0,20,99,99,
1994-12-15,0.2,5.0,9.7,5.0,20,75,99,
1994-12-16,0.2,5.5,9.4,5.0,20,76,99,
1994-12-17,0.4,2.7,11.8,7.0,40,65,99,
1994-12-18,5.6,0.3,5.6,7.0,180,97,99,
1994-12-19,1.6,-0.1,4.8,6.0,320,98,99,
1994-12-20,1.2,2.8,6.6,9.0,300,79,99,
1994-12-21,1.2,0.5,3.0,9.0,360,90,99,
1994-12-22,0.8,-0.3,1.8,15.0,20,76,98,
1994-12-23,0.0,-1.0,0.6,12.0,20,77,93,
1994-12-24,0.0,-0.7,-0.2,7.0,40,75,86,
1994-12-25,0.0,-1.6,-0.9,5.0,280,81,93,
1994-12-26,9.2,-3.2,5.1,7.0,160,80,99,
1994-12-27,6.8,2.3,8.4,10.0,200,91,99,
1994-12-28,0.2,7.2,11.7,7.0,200,77,98,
1994-12-29,20.6,4.6,9.6,11.0,280,87,96,
1994-12-30,21.6,6.0,8.5,19.0,260,91,98,
1994-12-31,17.8,4.7,6.4,13.0,260,93,99,
1995-01-01,1.4,0.4,3.6,12.0,340,65,97,
1995-01-02,0.0,-2.0,1.6,13.0,320,51,97,
1995-01-03,0.0,-5.3,1.3,7.0,360,79,95,
1995-01-04,0.0,-4.7,1.7,8.0,40,44,97,
1995-01-05,3.0,-7.2,1.2,9.0,160,43,90,
1995-01-06,3.0,-1.8,3.8,10.0,340,90,99,
1995-01-07,0.0,2.4,4.4,11.0,340,77,98,
1995-01-08,8.8,0.7,3.6,8.0,360,88,99,
1995-01-09,1.0,1.1,5.7,12.0,20,81,99,
1995-01-10,3.6,2.6,7.9,11.0,300,90,99,
1995-01-11,5.4,5.3,11.0,17.0,280,74,99,
1995-01-12,0.0,-1.7,3.2,13.0,300,64,90,
1995-01-13,0.0,-1.8,2.9,19.0,40,66,92,
1995-01-14,0.0,-1.6,3.9,9.0,20,77,98,
1995-01-15,0.0,0.4,6.5,10.0,60,65,93,
1995-01-16,0.0,-1.8,8.4,11.0,160,55,93,
1995-01-17,3.2,3.4,9.9,18.0,160,68,77,
1995-01-18,19.0,2.2,7.9,18.0,180,72,98,
1995-01-19,0.6,2.2,7.5,13.0,140,62,99,
1995-01-20,15.8,4.4,6.5,12.0,180,65,99,
1995-01-21,24.0,1.5,7.3,13.0,200,83,99,
1995-01-22,17.0,5.3,11.2,13.0,200,72,97,
1995-01-23,22.0,6.0,8.5,12.0,200,85,99,
1995-01-24,8.2,1.0,11.2,11.0,160,92,99,
1995-01-25,0.0,4.3,12.8,18.0,260,69,99,
1995-01-26,5.8,5.2,10.5,23.0,300,76,95,
1995-01-27,6.0,-0.9,7.6,8.0,180,85,99,
1995-01-28,13.0,4.5,8.5,20.0,280,83,99,
1995-01-29,21.0,7.0,10.2,13.0,220,71,99,
1995-01-30,4.4,7.1,10.0,11.0,260,84,99,
1995-01-31,0.0,-0.1,9.6,5.0,180,71,99,
1995-02-01,5.4,1.0,13.5,6.0,180,41,99,
1995-02-02,0.6,5.3,8.7,9.0,280,77,98,
1995-02-03,0.0,-0.3,10.4,4.0,20,62,99,
1995-02-04,5.0,0.9,6.6,4.0,180,94,99,
1995-02-05,1.0,5.3,10.9,5.0,280,99,99,
1995-02-06,0.0,7.8,12.8,4.0,300,74,99,
1995-02-07,0.2,5.3,13.0,9.0,200,75,99,
1995-02-08,19.2,5.2,9.1,11.0,200,88,99,
1995-02-09,1.6,6.6,10.0,9.0,220,71,99,
1995-02-10,4.8,5.1,7.8,10.0,200,91,99,
1995-02-11,4.6,5.4,9.0,12.0,200,79,99,
1995-02-12,1.0,6.5,10.1,9.0,200,87,99,
1995-02-13,16.8,7.7,9.9,19.0,280,87,99,
1995-02-14,7.2,4.7,12.0,10.0,220,78,99,
1995-02-15,19.0,7.7,11.8,13.0,240,93,99,
1995-02-16,7.6,5.6,11.4,19.0,260,65,95,
1995-02-17,16.4,4.5,9.7,11.0,260,77,99,
1995-02-18,0.0,2.1,9.3,11.0,300,63,99,
1995-02-19,0.0,0.7,10.2,10.0,,63,99,
1995-02-20,0.0,4.3,15.7,8.0,160,47,89,
1995-02-21,1.6,4.1,9.1,10.0,320,62,97,
1995-02-22,1.6,0.5,8.3,7.0,20,43,93,
1995-02-23,17.6,0.7,9.3,9.0,200,56,99,
1995-02-24,19.0,3.8,10.7,18.0,260,85,99,
1995-02-25,20.8,8.0,11.0,16.0,260,75,98,
1995-02-26,2.6,0.8,5.9,13.0,360,73,97,
1995-02-27,0.4,-2.0,6.4,11.0,20,54,99,
1995-02-28,0.0,-1.9,11.1,5.0,180,61,96,
1995-03-01,1.2,0.7,10.2,9.0,200,47,99,
1995-03-02,17.2,3.9,9.9,15.0,220,64,99,
1995-03-03,4.6,0.6,7.1,15.0,200,70,99,
1995-03-04,5.6,-0.4,5.3,8.0,300,60,99,
1995-03-05,10.2,-1.0,7.3,14.0,300,88,99,
1995-03-06,0.4,1.2,7.2,13.0,280,66,98,
1995-03-07,5.2,-0.7,6.5,12.0,140,72,99,
1995-03-08,3.6,0.3,7.5,13.0,200,76,99,
1995-03-09,0.0,1.3,8.6,9.0,120,67,99,
1995-03-10,0.0,2.5,14.5,14.0,140,51,81,
1995-03-11,0.0,5.8,15.6,11.0,140,51,77,
1995-03-12,0.0,5.1,17.1,12.0,40,46,84,
1995-03-13,0.0,5.3,13.8,12.0,360,41,94,
1995-03-14,0.6,1.9,11.8,9.0,360,41,95,
1995-03-15,6.4,3.6,8.7,10.0,260,59,99,
1995-03-16,6.2,1.2,9.1,11.0,300,71,99,
1995-03-17,14.6,4.1,12.0,18.0,240,84,99,
1995-03-18,7.4,8.6,11.6,12.0,220,78,99,
1995-03-19,18.8,6.7,11.5,13.0,200,79,97,
1995-03-20,0.0,0.4,8.4,9.0,360,46,98,
1995-03-21,0.0,0.1,9.4,11.0,360,43,87,
1995-03-22,0.0,-0.8,16.3,8.0,40,17,75,
1995-03-23,0.0,2.5,19.1,5.0,180,16,57,
1995-03-24,0.0,5.0,17.8,8.0,280,43,92,
1995-03-25,0.2,6.7,13.3,8.0,260,57,97,
1995-03-26,0.0,6.2,14.9,9.0,280,56,98,
1995-03-27,3.6,5.2,9.7,16.0,360,54,98,
1995-03-28,15.6,-2.2,8.8,13.0,260,45,99,
1995-03-29,1.6,2.7,8.1,17.0,260,46,98,
1995-03-30,0.0,-1.4,7.8,13.0,360,36,86,
1995-03-31,0.0,-1.3,10.4,9.0,40,29,75,
1995-04-01,0.0,5.0,11.9,8.0,20,71,93,
1995-04-02,0.0,8.5,20.2,9.0,20,41,89,
1995-04-03,0.0,7.8,23.0,6.0,140,34,79,
1995-04-04,0.0,7.9,19.5,7.0,180,58,95,
1995-04-05,0.4,7.4,10.3,5.0,320,86,99,
1995-04-06,0.0,7.1,15.9,9.0,320,62,97,
1995-04-07,0.0,8.7,15.8,9.0,360,62,94,
1995-04-08,0.0,7.6,14.9,14.0,40,38,97,
1995-04-09,0.0,2.7,15.3,12.0,60,31,70,
1995-04-10,0.0,3.4,18.2,11.0,40,29,72,
1995-04-11,0.0,4.8,20.1,11.0,20,32,68,
1995-04-12,0.0,6.3,19.8,13.0,20,30,77,
1995-04-13,0.0,5.7,13.5,17.0,40,44,84,
1995-04-14,0.0,3.7,14.0,18.0,20,36,74,
1995-04-15,0.0,3.6,13.9,9.0,360,36,87,
1995-04-16,0.0,6.4,9.3,12.0,360,60,92,
1995-04-17,2.2,3.7,13.9,9.0,280,56,99,
1995-04-18,1.6,7.3,12.2,10.0,220,72,99,
1995-04-19,13.8,2.7,8.3,11.0,260,79,99,
1995-04-20,0.0,-3.1,10.7,6.0,140,35,99,
1995-04-21,7.2,3.6,7.0,8.0,40,63,98,
1995-04-22,0.0,2.8,11.4,14.0,200,48,98,
1995-04-23,0.0,4.9,15.1,8.0,20,41,84,
1995-04-24,4.0,5.5,7.3,11.0,360,83,98,
1995-04-25,9.0,5.3,7.3,11.0,280,93,99,
1995-04-26,8.6,6.4,8.8,10.0,260,98,99,
1995-04-27,0.0,7.3,14.7,6.0,240,62,99,
1995-04-28,0.0,7.5,19.3,7.0,120,44,91,
1995-04-29,5.8,7.9,14.1,11.0,280,66,96,
1995-04-30,0.0,8.4,16.8,7.0,280,52,97,
1995-05-01,0.0,6.6,20.5,7.0,60,45,90,
1995-05-02,0.0,9.0,23.8,6.0,20,35,87,
1995-05-03,0.0,11.3,24.2,7.0,120,34,84,
1995-05-04,0.0,11.6,24.3,8.0,140,29,70,
1995-05-05,0.0,11.8,26.0,8.0,80,30,67,
1995-05-06,0.0,12.2,24.3,5.0,160,21,64,
1995-05-07,0.0,11.4,25.5,6.0,160,34,67,
1995-05-08,0.0,12.2,25.6,13.0,200,34,80,
1995-05-09,0.0,10.5,20.0,7.0,300,33,90,
1995-05-10,0.2,8.2,19.7,7.0,40,44,86,
1995-05-11,2.0,8.1,16.4,7.0,20,63,92,
1995-05-12,6.8,9.4,15.4,16.0,300,65,98,
1995-05-13,2.4,3.2,9.3,17.0,320,63,96,
1995-05-14,0.0,1.1,12.1,9.0,20,41,96,
1995-05-15,7.2,1.7,9.8,7.0,260,52,99,
1995-05-16,15.2,7.9,14.2,13.0,200,89,99,
1995-05-17,23.4,10.0,14.1,14.0,240,83,99,
1995-05-18,5.0,8.3,16.1,13.0,220,89,99,
1995-05-19,0.0,1.7,14.5,8.0,360,48,99,
1995-05-20,0.0,4.6,15.8,9.0,300,44,82,
1995-05-21,0.0,5.2,17.4,10.0,20,43,86,
1995-05-22,0.0,7.5,20.3,8.0,80,39,75,
1995-05-23,0.4,9.8,20.7,10.0,180,47,63,
1995-05-24,0.6,11.2,19.9,10.0,160,49,98,
1995-05-25,5.6,11.0,13.0,5.0,140,86,99,
1995-05-26,0.0,9.3,19.6,6.0,260,49,99,
1995-05-27,0.0,10.0,23.8,6.0,120,45,92,
1995-05-28,12.6,11.7,27.6,11.0,300,40,90,
1995-05-29,1.2,11.4,19.1,7.0,280,61,98,
1995-05-30,4.0,8.3,15.6,9.0,300,69,98,
1995-05-31,0.0,8.5,16.1,11.0,320,62,98,
1995-06-01,0.2,8.6,17.9,11.0,280,52,98,
1995-06-02,2.0,10.3,18.0,7.0,320,61,97,
1995-06-03,1.4,6.6,18.4,8.0,200,64,99,
1995-06-04,0.0,8.2,17.1,7.0,280,57,99,
1995-06-05,0.0,7.6,17.0,8.0,300,46,98,
1995-06-06,0.0,7.5,18.2,11.0,40,53,94,
1995-06-07,0.0,9.5,21.1,9.0,20,52,88,
1995-06-08,0.0,9.9,20.2,8.0,280,63,96,
1995-06-09,0.0,9.2,20.2,8.0,20,49,99,
1995-06-10,2.0,9.5,17.6,10.0,40,42,90,
1995-06-11,1.6,8.4,14.8,7.0,20,60,98,
1995-06-12,0.0,9.5,18.8,12.0,20,47,99,
1995-06-13,0.0,9.6,17.9,8.0,360,50,94,
1995-06-14,0.0,6.3,17.6,11.0,20,47,90,
1995-06-15,0.0,7.5,19.2,9.0,360,42,89,
1995-06-16,0.0,7.2,21.8,7.0,300,37,88,
1995-06-17,3.2,9.4,24.6,9.0,240,35,89,
1995-06-18,3.2,10.8,16.5,8.0,240,75,99,
1995-06-19,0.0,14.3,27.3,6.0,140,49,99,
1995-06-20,1.6,16.1,26.7,8.0,300,53,96,
1995-06-21,0.0,17.4,25.8,9.0,340,61,96,
1995-06-22,0.0,16.6,24.5,13.0,20,53,94,
1995-06-23,0.0,9.5,17.1,18.0,40,50,80,
1995-06-24,0.0,9.1,20.1,14.0,40,51,87,
1995-06-25,0.0,11.0,23.0,14.0,20,45,91,
1995-06-26,0.0,13.5,27.7,12.0,20,38,79,
1995-06-27,0.0,15.9,29.3,6.0,240,42,79,
1995-06-28,0.0,16.1,28.4,6.0,240,53,97,
1995-06-29,0.8,14.6,26.8,7.0,200,64,99,
1995-06-30,0.0,17.0,30.3,6.0,160,41,99,
1995-07-01,10.2,18.2,28.8,9.0,240,47,91,
1995-07-02,3.0,16.3,23.9,9.0,280,64,98,
1995-07-03,5.0,13.5,18.6,11.0,220,73,98,
1995-07-04,0.0,10.8,20.8,9.0,20,56,99,
1995-07-05,0.0,13.0,23.6,8.0,360,42,92,
1995-07-06,0.0,12.7,23.1,7.0,300,49,89,
1995-07-07,0.0,14.0,26.9,6.0,160,43,85,
1995-07-08,0.0,15.3,29.2,7.0,140,38,90,
1995-07-09,0.0,16.5,30.7,8.0,120,32,72,
1995-07-10,19.0,18.7,29.3,12.0,180,40,97,
1995-07-11,0.0,16.4,23.2,9.0,200,64,99,
1995-07-12,0.0,13.7,28.3,6.0,40,40,96,
1995-07-13,3.0,16.6,28.5,16.0,280,45,96,
1995-07-14,0.0,15.2,24.3,7.0,300,46,96,
1995-07-15,14.4,16.0,21.3,11.0,260,71,97,
1995-07-16,0.2,14.9,22.3,9.0,280,54,98,
1995-07-17,0.0,12.0,24.5,8.0,280,52,98,
1995-07-18,0.0,14.6,25.2,7.0,320,48,98,
1995-07-19,0.0,17.2,32.2,8.0,60,37,77,
1995-07-20,0.0,19.4,34.0,8.0,200,30,88,
1995-07-21,0.2,20.1,31.0,8.0,140,54,99,
1995-07-22,2.4,18.1,23.4,9.0,340,64,98,
1995-07-23,0.0,12.9,24.9,12.0,40,34,92,
1995-07-24,0.0,13.9,30.2,8.0,40,31,81,
1995-07-25,0.0,17.8,33.8,11.0,120,31,79,
1995-07-26,0.0,17.7,25.9,8.0,180,56,97,
1995-07-27,0.0,13.7,23.8,9.0,260,52,97,
1995-07-28,0.2,13.7,24.8,7.0,340,62,96,
1995-07-29,0.0,15.7,28.9,10.0,40,38,98,
1995-07-30,0.0,17.8,29.7,10.0,340,38,83,
1995-07-31,0.0,18.0,28.4,10.0,260,40,87,
1995-08-01,0.0,13.2,30.6,6.0,100,33,93,
1995-08-02,0.0,17.8,31.9,6.0,100,33,76,
1995-08-03,0.0,19.9,32.8,7.0,40,35,78,
1995-08-04,2.2,18.8,33.2,16.0,160,31,95,
1995-08-05,0.8,15.4,29.2,8.0,200,38,96,
1995-08-06,0.0,16.5,23.2,13.0,280,60,98,
1995-08-07,4.0,12.4,21.5,6.0,180,62,99,
1995-08-08,0.4,13.8,21.9,11.0,20,69,99,
1995-08-09,0.0,11.7,26.5,7.0,80,40,96,
1995-08-10,0.0,15.0,29.8,8.0,160,40,87,
1995-08-11,0.0,15.0,29.3,8.0,280,36,84,
1995-08-12,0.0,15.8,25.5,8.0,300,62,99,
1995-08-13,0.0,15.3,25.3,9.0,300,54,97,
1995-08-14,0.0,14.1,25.5,9.0,360,41,87,
1995-08-15,0.0,12.8,24.5,12.0,20,41,75,
1995-08-16,0.0,13.8,28.3,11.0,40,32,74,
1995-08-17,0.0,14.5,27.8,12.0,40,34,74,
1995-08-18,0.0,14.3,27.0,6.0,60,40,65,
1995-08-19,0.0,15.9,27.7,8.0,280,38,89,
1995-08-20,0.8,15.5,28.7,8.0,280,35,86,
1995-08-21,0.8,16.6,28.2,10.0,20,41,84,
1995-08-22,0.0,16.8,28.1,9.0,20,39,96,
1995-08-23,11.8,14.5,24.4,11.0,320,67,99,
1995-08-24,0.0,16.3,23.5,10.0,320,44,99,
1995-08-25,0.0,13.4,22.4,9.0,280,58,92,
1995-08-26,0.6,15.1,24.3,9.0,300,49,98,
1995-08-27,0.0,11.0,19.1,8.0,280,70,98,
1995-08-28,0.0,10.8,19.2,12.0,20,36,93,
1995-08-29,0.0,8.7,20.8,10.0,300,35,83,
1995-08-30,0.0,12.6,19.8,13.0,20,38,92,
1995-08-31,0.0,8.1,21.0,12.0,360,38,88,
1995-09-01,0.0,10.0,20.0,9.0,20,41,96,
1995-09-02,0.0,7.6,21.0,7.0,260,41,86,
1995-09-03,2.6,8.7,19.4,12.0,220,40,99,
1995-09-04,0.0,6.4,19.3,7.0,260,40,99,
1995-09-05,0.0,9.6,19.0,5.0,180,56,93,
1995-09-06,16.0,10.0,23.2,12.0,160,45,96,
1995-09-07,15.4,13.1,21.0,21.0,180,45,97,
1995-09-08,11.2,13.3,18.8,12.0,200,66,98,
1995-09-09,0.0,12.4,20.5,7.0,240,53,98,
1995-09-10,3.2,12.2,22.2,8.0,200,59,98,
1995-09-11,0.0,11.9,19.6,10.0,240,50,98,
1995-09-12,3.8,11.5,17.7,10.0,300,64,99,
1995-09-13,10.0,8.1,16.4,6.0,220,77,99,
1995-09-14,4.6,10.6,14.6,11.0,280,84,99,
1995-09-15,54.0,7.4,15.5,12.0,180,82,99,
1995-09-16,15.2,11.6,16.7,9.0,200,77,99,
1995-09-17,11.8,11.2,15.1,6.0,180,85,99,
1995-09-18,3.6,12.3,18.4,7.0,160,66,99,
1995-09-19,40.0,12.1,13.5,8.0,360,85,98,
1995-09-20,0.4,12.0,14.2,11.0,360,79,98,
1995-09-21,0.0,8.7,16.3,11.0,360,53,98,
1995-09-22,0.0,8.4,17.9,7.0,40,58,98,
1995-09-23,0.0,9.7,18.9,10.0,360,55,92,
1995-09-24,6.8,8.4,17.0,12.0,260,70,99,
1995-09-25,0.0,5.6,13.0,11.0,360,56,97,
1995-09-26,0.0,6.9,17.1,6.0,20,49,95,
1995-09-27,3.8,5.5,13.6,9.0,20,83,99,
1995-09-28,0.0,8.9,14.6,8.0,20,53,98,
1995-09-29,0.0,5.3,14.7,6.0,20,48,90,
1995-09-30,2.2,6.3,16.0,7.0,180,58,91,
1995-10-01,0.8,11.4,19.3,5.0,260,85,99,
1995-10-02,9.2,15.0,23.2,13.0,200,58,99,
1995-10-03,37.2,14.7,22.7,11.0,140,72,98,
1995-10-04,25.0,14.5,22.8,14.0,260,65,99,
1995-10-05,0.0,12.1,18.1,6.0,280,55,99,
1995-10-06,0.0,8.1,19.7,7.0,180,57,98,
1995-10-07,0.0,10.2,22.0,7.0,120,52,97,
1995-10-08,0.0,11.9,21.9,9.0,160,60,95,
1995-10-09,0.0,12.4,23.1,7.0,160,49,86,
1995-10-10,0.0,12.8,24.3,6.0,160,46,85,
1995-10-11,0.0,13.3,22.3,8.0,140,54,85,
1995-10-12,0.0,11.8,21.5,7.0,120,47,84,
1995-10-13,0.0,11.3,21.1,10.0,160,44,83,
1995-10-14,1.2,11.8,21.2,7.0,180,62,97,
